Country_Name	Country_3char	AAMR_per_million	population	PC_asbestos_kg	AAMR_per_million_log10	Year	male_population
Argentina	ARG	0.906972346814192	25866000	0.763279981442821	-0.0424059541847624	1975	12798000
Australia	AUS	1.6798557633437	13773000	5.0480166509354	0.225271993706155	1975	6903000
Austria	AUT	7.21668062639135	7638000	3.86344592825347	0.858337486056401	1975	3599000
Belgium	BEL	3.60097481015134	9772000	5.28523715736679	0.556420083367804	1975	4781000
Brazil	BRA	0.206424808700382	107216000	1.04676540814804	-0.685238109204653	1975	53417000
Bulgaria	BGR	0.665791743713252	8738000	1.25917448691539	-0.176661594703545	1975	4362000
Canada	CAN	0.950984119581757	23059000	4.37449585845006	-0.0218267352556431	1975	11536000
Chile	CHL	1.18287272155256	10592000	0.33987915407855	0.0729380165626908	1975	5229000
Colombia	COL	0.604428076474119	24066000	0.814704008421286	-0.218655370318162	1975	11900000
Croatia	HRV	14.247011863818	4501000	3.39865540279094	1.15372378594894	1975	2180000
Cyprus	CYP	1.3715873015873	650000	6.60923076923077	0.137223455681684	1975	323000
Czech Republic	CZE	2.35623509376964	10070000	2.85391150833057	0.372218620085011	1975	4875000
Denmark	DNK	11.1263082878809	5063000	4.38264533544012	1.04635108920814	1975	2507000
Ecuador	ECU	0.263844210774931	6994000	0.483176055666762	-0.578652430598418	1975	3514000
Estonia	EST	2.13972661934778	1422000	0.566133844021378	0.330358289567427	1975	654000
France	FRA	6.51128898783981	52689000	2.62226144609564	0.813666970886597	1975	25798000
Germany	DEU	10.7553310172864	78856000	4.4168737952724	1.03162378122917	1975	37469000
Greece	GRC	1.11202897309744	9014000	1.67506101619703	0.0461161026169216	1975	4442000
Hong Kong SAR	HKG	0.231811770085831	4209000	0.0456165359942979	-0.634864516804025	1975	2135000
Hungary	HUN	1.59517515357738	10527000	2.87964282321649	0.202808376456375	1975	5101000
Ireland	IRL	2.5308158962343	3137000	1.62161300605674	0.403260553630148	1975	1577000
Israel	ISR	0.847096863609465	3297000	1.16216762713578	-0.0720669262385442	1975	1655000
Italy	ITA	13.1951086699618	55265000	2.68446575590337	1.12041297125712	1975	26914000
Japan	JPN	5.34941858620304	112413000	2.88786587553634	0.728306582296881	1975	55482000
Kuwait	KWT	2.36983032472471	1022000	2.52772341813438	0.374717252476894	1975	553000
Latvia	LVA	2.01321712040006	2469000	1.45292369604701	0.30389061498144	1975	1137000
Lithuania	LTU	1.29241163330848	3299000	0.208398346945569	0.111400858552464	1975	1553000
Luxembourg	LUX	4.85741071428571	354000	5.26834980662437	0.686404826430975	1975	177000
Mexico	MEX	0.666486292243751	59608000	1.00584373462175	-0.176208778379332	1975	29748000
Morocco	MAR	0.0922980424593328	17796000	0.327433131040683	-1.03480750978801	1975	8826000
Netherlands	NLD	2.79044481992422	13683000	1.81385661039246	0.445673438915262	1975	6819000
New Zealand	NZL	14.6699523425468	3083000	2.82171045518434	1.1664287029774	1975	1537000
Nicaragua	NIC	0.281205673758865	2807000	0.281558009737561	-0.550975921001757	1975	1407000
Norway	NOR	2.37741160682183	4008000	1.14055222887558	0.376104378655439	1975	1989000
Panama	PAN	0.65	1745000	0.0978032473734479	-0.187086643357144	1975	887000
Peru	PER	0.295511869050787	15425000	0.220378173960022	-0.529425071264134	1975	7720000
Poland	POL	5.05962973168126	33971000	2.37525143995369	0.704118735936349	1975	16522000
Portugal	PRT	1.43918496224385	9172000	1.17248146532926	0.158116612504926	1975	4380000
Republic of Korea	KOR	0.993931159726995	35379000	1.36248433628235	-0.00264369405944266	1975	17738000
Republic of Moldova	MDA	0.378169014084507	3840000	1.17402005903933	-0.422314058683501	1975	1806000
Romania	ROU	1.60873111946728	21666000	0.710775716175882	0.20648346293697	1975	10669000
Singapore	SGP	0.425686877225339	2260000	2.65796460176991	-0.370909737740332	1975	1153000
Slovakia	SVK	1.84006854124411	4753000	3.02323678612338	0.264834000471326	1975	2341000
Spain	ESP	3.66272223248258	35879000	2.20983490807065	0.563803984601173	1975	17566000
Sweden	SWE	3.92021987905842	8197000	1.43072668862592	0.593310426608136	1975	4076000
Switzerland	CHE	13.6526290071722	6337000	2.93624743569512	1.13521628898625	1975	3088000
Turkey	TUR	0.785117268690484	39277000	0.56553029338629	-0.105065470208272	1975	19515000
United Kingdom	GBR	6.45512166512781	56152000	2.26117205679821	0.809904432194337	1975	27316000
United States of America	USA	0.49208077856391	219081000	2.39156141640154	-0.307963598848594	1975	107741000
Uruguay	URY	0.78552630507403	2830000	0.74793875147232	-0.104839267075677	1975	1401000
Venezuela	VEN	0.189025400722317	13190000	0.879959565327268	-0.723479832586962	1975	6678000
